r,s,z,r_bits
1453149533195021336609461385441233308755686160880601500219,4395518633418699201136709879288898406547262835622796477188,1875644532460917603573684748954342931245774123064462001516,190
2246768675055281799646225127669311704814358998282039798882,189597641288847869447673833844730423229954683838428143229,4800156516877503198152431699056939641945300034960132365911,191
5366621435181796275047183954649222894002164984917002265094,4315357089086854832267057854082427780064340856171195919969,3858462579232421732374822838626246644538731794662959203346,192
5767395740188828629213982754836905082738504067960995057184,1573051622146994495913462267412419786401878284261867404405,2124833298371988760998866446099332656835865941955187125123,192
1457615704598744128787613189233083454332438582366045703586,4122730065326440838585548832421833888478866358312372550753,5642808157399821770317630720442198000995410042461245516088,190
5470207928166638166867247133014393227210804168705081190286,2368943259049111845548011258643021118184171293241193422666,3017752632727643609859146892090879982456534854422883588977,192
4299929546838446700286601997293614951547661549010098960876,721212535429703581314614069839735326934998903811293892965,4114417933387073703748660447795830150049307027310939536948,192
5535606188981253919626923518465716107561414139857212688953,3490829273610832169930888192181647894189900441475437072155,5479315889244891523525164244598680242962913667415210995014,192
4986176249486910492202305399465428667352684388481532141265,3324069252600544248116291787428628015121832271890724076217,2726079018712775033708821089592897397198319204923362452814,192
3541934948287138602343995560987830138587557770275268774096,3064897800133846874858401124094060704906433890275575212747,1959303394410199643710132590982841763026542008947900921326,192
4643531371399590570563636193878597776896806251283503079481,894043161420043260586763272388059349538726426881201088842,943215149720473815296574989628027027577484538131297851241,192
1689137411182767832626115918957579740958348936877887902963,2109696446801680332779476007561669419644408518147240426620,1646433674596131275446412314935200238092176561639385482803,191
813609890605423534095042250658821782157293459732450818824,4373917698258671969023923362392964181232565118078685971127,6227785867552699970398935176953495695327267728818509460576,190
1174003214557543003962182272964129814471345823982485324144,1618974757037451957542014416281516435384131011976167630598,1570246240473925458659180190198069675557762402391711613227,190
72209549129837265875184654400700618030713963943623151988,3847440372629417295484543684767990002254330413218239300318,965388812707639262602641516425511231478230898989938649745,186
2949708771413054637338818735798032531771948012517467678738,210732434157108332194528560780595367570042121438078365417,261446624039783590166551617293673967755365487069445645850,191
1124339831848250624824088323325033374021914324126705779901,2895889699732317369840569253908363709442685431340608545073,3087175773021473014735020321186250753473573588691068460674,190
5528103044560354646877165645961145793901682184575293785408,4471848182192498167651168888155513827871719621990259889834,3822082403215706014496874355141728230482828763782156020303,192
5649347525986412452471676227225386424096347831154864185945,3739874086533896285668775732564750663911334746549131963275,641382672177087037959721376751516294792869263024855847666,192
1836143961502876581257616294542489390842642700006654608089,6126848454532385694316307346188798082302365108385713029480,2308101704049181279685183332160516414680449327332451352865,191
718172538982729322005587654589845118662737499741781391368,2901132613386056929952229067164002975709114264977719222488,2343771518282183286488067730523852298249420856836189308728,189
5581444761624653615596383570649994768856944301693957102794,2888275433379014009856094578498640718963847084034390568283,4075798876216997623806024811906639934621364888778963507581,192
3049169246067259939133690874562811368858847053625418099811,4918325022504403087934042856242164667297773411840589614070,3547061446472773978338165477133219927633306478700563023694,191
2691782786825905920880317926806989538802721418664621612033,1979717742717853360124512496657916487421326455865058323410,4260145662859476427594231895122178837153118933594941051396,191
604060588640900183361509207361095900985725946182969092636,4976522886696094941863331317160501321633885027409555488184,2427104017220044401052395185646341922379208319702507151984,189
4197401077309541342779744045404806324278838427848334483786,3154005098754305561575986056298867880725286948565195834351,2460497434439361072107297939940690496202580823572927436242,192
5021690259527243071895274183780979155900706734669998577350,5720127609285137197257343322289929352633294033106623376954,5009264813815434377631947085421040447483350064004499860941,192
1356504816779637951176070979179865701694859504320500542061,5478913795557781675921224762957883219451732908829442891422,5637318892594811611044929461303351548601492396888953505654,190
3694347490617433878473915377629255928657836812628172989777,2998133431513855508157724345937664970756610186550823791446,6187122094088152096749740561033700577368720570664752853632,192
3974039608902229168128040802126983130244009144950562576158,5353720221849297985439938249775255839387923147739496364649,1242224372270697716357098162553421236300968007280570099743,192
2804072761896464455334766416826229037030003466701895352736,755211098882310684349337532451799947011215959636375875469,5891908508586533240422470817670715051263207118045875662717,191
5977186773732767389481269859288919609258636917501573772719,2078537814755933982264331532912076576657599451117117965074,3142026812209313278550485194512362264238469909068231956292,192
1627466584278469402752528704484212191856608533741056556484,88678180422417601780002007901562863954644722130795061815,2898847736508056105067260427542421711493440246475548978431,191
4872057718337121044380729378041909799296732716556009925126,916188905186047970830103021773833511616413265626309404492,2201903286938254104431277415307242369051257265215773731006,192
416223822000589672625194579875449266744981085095010935307,1668084054076411481573397604368598668219430930788356690812,1266466966068395219750880308871986009785935727072745297729,189
3437364491171806897186307937835695066232160761802551646486,4324292165325200335582803374258354024614462039966607462659,5797664393827670047006687552656745863131920252586164256466,192
2196487944584937964104703654400425818789149116782908320046,2233317838211377336213148200013175750858087112216048141236,3625020870364879661570088889229216398192072367360486420221,191
5984022084306819927647479157443564146161552227481045920947,1119842130804114601718812295961907894570775830321210260625,5265467645057257074709908834830237718566908426228531918460,192
1283468415519506318046936382617746215815480054858182208460,5747083979456123108402965178587528833763697464934225107823,1744315465033796974008188786291493976794058211647007685952,190
6071550523799292329663007955337066284098665344191826492335,509381362757893965717006295558730499105059165042164602977,4196384164474032834021227280506784795167495247159281674771,192
2413794058272043975155368552904429267019199346212680366253,2965150122727095999033169230662251366662456038877536358836,4257260374958550357905790998192148590779056472792565119094,191
2942649362852247604179763000968404876826986065259930793935,3839841313843277271852740931345289742061452746362505166397,4815235835735599309286721257851621408927538688755541563218,191
5639949828030117443504830153712157756070006784386687328381,45991533634823383202081842043774745825434186651776479275,6167610407101687974738830618341217934441606509289585309083,192
823599999299082313404874132073231734339862737740150108143,1122643015239077470147390846039718548791346348528861258798,1946234236302766238235093382036241582414909822080752112559,190
2772293452157233556786021208618476163673721825976087312518,907254770370427594582980736008016661689504926102404987620,5696792707891490957995290460657878809030101155479183995553,191
4386194917204007338149815490378979919444449364099382432110,2211108045127038899904240682192957532178100152743255072403,265289191648644355592892120391298086077478376957263913211,192
2646908473069203881891142095205722628496339967007661740095,3354356639592187216853683267999102475482439323414723232390,6026515476497377349859454165563491058008767436821244959858,191
2372994579947815299959011032030404584482704152469894330768,3886666433551175956023217672148702384398098090110559837748,5046422055570112568526203220232272008343102692670924766503,191
2821896328674712967531123943699266309912407900607251719331,6014521509083875572334302713276126417814102419921583604831,3685822492890206906502842876413975484379335343437934547821,191
5256601126516875532130110819874579396530886945093324591945,4230848111559620235017459484751808475868017465820159862596,5305066156573866917008002075640962445091378873889403377049,192
3520526961891888622552026999650502914750701696303708290626,1521585063953737164591462341816504481116189050583075044334,899901795536226108168535681599593065508004320316475327346,192
1299842711595736005557262205057024429218786317523099164032,4934924770294360152725147526848062685673729853044203818799,3265130719158375971319898364512483864062561620756448756526,190
5498029708406942553510927269436944197278429907876521374397,4145939565736723996867258813592221714121478193987431174180,3435183393831000803805487335839020986160935205804272188531,192
2441350496594633372248463520738012477043274203431198307211,2408549939304045715210208911083436618233385603246856955457,6244618282692680755977253881967143204074649774180863178803,191
2908043263321246181979938155018664730525770488663210804287,2671047853928321351604836499476528647922420271080868099627,5182386293679459955586509097129301172331592633706470430686,191
1613945876981413663446325841268915489545166056760207954581,3320630638197621227766955230688901146444240432703020048190,1711014600458066312958854960812810152725484026062548235591,191
1936007027729585021497860039118431704736589997769338460581,1656721466458344106389416092935486696122905466611063826909,5584184107477300404997272313110477665407597008748785786612,191
1130284672165060665083282085462490282449390718691641792631,3177503487500556227318043213639570164764599392123371072617,1194560607047109618033875093951415631079319002271890362934,190
2354430067051677843179925579130244532970679175069815374453,1578612960904919277031102577673566877310425768179012112131,145491186087010078628125930232648206928846079729580475798,191
3694545234651182191469426227167125285237739378009035420005,1143711433353951679705482255645525805452854208418340325933,4184511833087502116161054095861793402571842873126119608752,192
4006024412317856549761616150204316705544797430595748858130,4417658323741344379189778283345906985251445700680920131860,4645268097134655132030007842462605572091087855116060844907,192
4595047232788610617181485162408344491901766524266955362871,1364924573366879758776179544066604711368653844148834745222,1405972386979716099648375652814586747019116087462674562726,192
283307699785931936169697112157409834580979749362475880359,2729517882861875228922133347224324710909708049111090465870,3003554452283692239366084054206555397979478661678788785306,188
4223558956710923764883446593980767275786185483029241313462,2868277864976332768297391091973580427867558322541275871629,1827172867780500505131801410508731923844908951344267305130,192
3973842699362357610598823271356206463321395153631528710397,3287115438742448162415461318967122423977175063076914627104,5115278380008026317129268359459520003045914352358311011557,192
6010189448893059840390035273869307926884545050307718062833,5776816104254911975762215068802210216853257867559494894604,6235147047942823620891938528623251059554670292702954539597,192
5587037428614188341697898018431958975682496852335776413310,1629765863294885606807624626881544100880376083385104550979,991037013817961370660917265320719630830152130328770590852,192
4671388201998777796658537569545531323092388185747448463610,2990481380659202382343855800038271610335610232988892107014,6131212957116899843285734177123090390979460758008357604448,192
4296365818450771222726637938399848508465728104911309583784,2842944329758428359641470983757182047470405505558897930463,3288190710453286228291509595064783708978409219985548358811,192
3758306279759053132091984094575229394718339305706574198098,2176897946227934832222286784383466652164625281023979009413,3537787822171469237610620209474249300076798225498475664003,192
32154619024484703744047129774690035774253334994248781383,1419255217609033101331102212706637991883413958545003682459,2947956691189216372465435862603292441157875992498300373473,185
5736645511839923709641797465130091073519561577391174956075,3180884794496601262760407718157999525723081780412601494332,148413339653673633070816669932506717247903364846276937863,192
3465777316945817148744486990799129068555889239641716697115,5972506993506454041992969488335668727691514098869607897815,1930280592008367567575285122917763047256389049129128052368,192
3936740326758975437902735640607863689876003582604540296632,4720671778424524648713787736275427572226026382868474897123,5516290651238919385496561466298844030069111249990071704727,192
1402164373761337693968604621166748497096187774968758044432,3602691461767863872359006413166125934776298903999980101744,91521297819897853709975914984685551355253014216510516441,190
3525526195877471390914332257573432111717854263159475028636,4111390697322454483598337758539089618258699913236295803583,1647105219996389055740164131246437093585445932853229746710,192
5715947751616254588475032432423252447427025050358575609283,1762917713988697541724189061025213167136420673265724367836,1213380556738813215382283840171731511469836278208845568162,192
3403522904229767395667677368425885902181838494284054835747,2936031336136400780794864795519037616049091853309942418820,456175726839113251507683763901696961373234952842902280898,192
5847033475158034114493807363432649549108866263583568623748,4746521777550231133522241219278262377834896158204797335939,5435018471708752917755740344073029726921454360490969462262,192
3318292146836546193825777683880242297365359931439175386887,6197763403141449923715610872657368545840698887011183839820,4338183006023291000747551371330880409961879744609254854665,192
4624751866015029243792506289843264282482473496884616123006,752540214641532773929055841753984785341655727052070281755,1894070086000924114645387508668160238649945053536414523491,192
1967195557924830326195860761579233121949850828971347273193,781032626161865914843870060190592206638190332245986553495,533262140268132722718334350599113946468688547403033723710,191
2258305355599898633258309230898579696643141059038227399644,2615010066148730587652729001563036841783563159821428256983,818694606639434269304038328785459247894362487922130189452,191
1568159883613773975405087023954460365491979466129926034998,3931603055328543055618892673540220584007187418576026991023,1300901052151487026903232019045885298823842133710987977346,190
3009156776084850472090648888596266348981941645811048507185,4056359830804010374575803640860797496548157041152558384751,5511541563185485072225511088832781831405910182920769744396,191
1818296503889935485646687793745246117649664333490831083491,1255897088145687966491228309948886137096343906784368916723,6128220332785280072502306957044712646213427941356721580847,191
3603763407533705376657826840134136116367610013004366297160,849235050956916043668231801618994420974635159181140000059,4603299222641650741620702079816279243692362894633696933371,192
5738822373684874727105263351698104803312794999738355972322,760545331328522216654012707924267024010261918376957088723,2440409579734414762505966732067438693075680993599991271913,192
3829944498393932355535943443100411880901645847096651979011,5295747817132004173027612457164382974275818337790534066501,5962997281922351451463109915852774913130273972099454655636,192
1321619561912048682009418175562803581663489192710141218877,5338301051226743633556650831054993826973986709143908891833,2735234603759685840795024323589309596864665190266673104866,190
2560862467100544843974689863660373675567655705414418054529,1229214508694935616129947052178671802933363536134762033059,3782988917718326460047435448744072309790897451468137822165,191
3283503330522234980887240443477017475295211953956747356232,1161118294106493797537366603170633843048642603142535042729,5381093751773070362520174252201960599929428040698538340302,192
5596424859741399680447704796614209876359441764317466633926,3254432794398740217287879335005604343206601482707231218026,397488361650562622025800267926078849744961180267649341133,192
3785863959340693020319010009711479619326044978493551546910,4314907236168908803129514034518961026945545702134594862970,5223806688536096888954868490144159522278977259304767605844,192
57849643652450462083837512572714660184669302037069139071,2922697285219393924515435987106146373417124599790851792816,4849404504892207617171489526332282733276343701021640149651,186
5023197884166574088979801303204390326994481414002533807250,577322197724415659410898087148025098577933813196633160277,5581493238041517319505897649573242110391931155288143235778,192
5387178416251693714746909185283366873541458261693879265441,4348232867019066456246387034582679811187327692157069900690,5809629062587528016270056754441252907820659278840312975504,192
992221669359635630792989737057353105647934650679529071096,4245352287462343088211358864204230229498719269347693487867,4500494456725722715833812498061867580375516916156311501997,190
5809950224803392325426690366977655495353900227166392858312,3677929625890129228136511894909997509357704525484698122935,3418488048906058093091725296358206162215137956164759955812,192
4473918802175357243483501711001620980450716367337483500393,1592990651497851486550711000687327764299620214448555955040,5844757998027148833349486852453774385433734285812399064874,192
2890993557720713620601349330023046048653167099803726804241,3827424008347360587437856113700228529731909991601782316495,3203136861093913660930613155940872144152238204890232600149,191
145907386663401219324874919638420116166677444397761189363,4709829588311569262446851869581325560807617089754884356597,4122684167124724221040364883032443971294804490732349896590,187
5929790339160084882676019816562030413876250518859460382359,5608406946793963411052732319678344047842649361212082276992,511899047882147819902824654669724735595730783789269046049,192
3214286001441619097479476484426516350877746537885909857715,3052043224063419106248754401545334666892913131894792765453,764710000213065000468370269082781962105491381760594911772,192
5173133345994129358979784896294909880524611816270801736481,1161144819435762324558701558184119369451068728470974381954,1906903874390057248732635362514660623676521421089674365470,192
3583202608343564931278272688341433421786032919952723536641,5682794597050594587018460379694837640940378060461422644416,887453842029178170799005218348407562972121800032422777048,192
5390475383187657750005152194252328595777945960335280592702,1379351113466970957144560751927914898582954981790401544519,2122326935611403596223656118359862284311919925829248215193,192
590723487882964479206619342002609105161200997767907881337,3093326680995474739558120822583565872061736665807303921239,5748323423027497332169121236446713562915098109707356231002,189
4963129518469510376994430054628835862582811103463842656103,5064594714567969807461512730401359356030939205778157423808,4539413641308442115571591833775687890799292746633075347575,192
487175295938350719520782258175738454945221592006556297920,3438444441246077317872211580429447117435170348206607292287,2901541402970843929315755402506184014650496709498854181651,189
3252628526285748061108700868535022901542626210906277330603,2185462749923097286953851645331788622536938867336200158751,5853161145235296913819559920347916759717854576736938480483,192
2487036848629622790325489429662295852669571750161518205951,1866888748049384715630327681138235898893687463733713509193,1069846687608228478638735992136381586853300974556251289456,191
4316684794408908621940976681109868324763503783135761288312,5689218218513465907615907983914928272180667677621194678666,5533822259775414023193724396029324886324081163592260580940,192
4191356454246239796253544137002850694345643952358814251368,2792530268306020468736369840890753622931088605707211360657,3187984720593573499582324721143063185448833935388547083254,192
3971591540087846162077195441662558231737481201258963740041,2334480743692224215010637780404952487108104747948190990622,3184894852134243972367200703649348265712684016076895055296,192
5449565708443398398270431016234274117113673953729428159370,185874468777086752234346324282860613283752851342041049210,5975506965588370896305143956591550651706105384824786589256,192
5990848703553840256069824846768640588934179581155838270817,1408870068811377035191346002838205980742946122319208104881,607399207547201884625304193057175663429364147507213112885,192
482946538680630407731828315354160864967704297413793097602,1371310187407496504022095889946002249685700418931392543189,4399018933779720013000153007213624698880832080177615935314,189
1600990989368266769879746120493521602404013312707446787871,5414742579461529431715095020271974993670030339158992578061,1645109319180073469936170084205187225526132036254080307647,191
4213158931472364128929771299388791047179029440461778666776,1087110545130327528815739659609759742418188448353191717220,4228360623013598982671740547923545471400456060370660960905,192
4311467755724095552926989324784877679487968876189892794701,5187553667782880282823865806203886254348061207671772045337,238371681182911262530053417757804326240973994363820183227,192
220161584312904309183205706036237140526936395700274215768,3301244063922837461235758548094831874182629947709324561890,936228152721256118371779183568585414610270708206165774948,188
2938899459326884540025788128738015862944360699654715560498,2115335179237198887994476204841431836394005580761092024551,1151358033936640077277156149115655427667907425341530853022,191
2478009440971968761522921228949164560943451568366929608347,51018834135507852756722622049621743914572623178481783590,2773172029775331205288858866936868048356442875012323472209,191
6044791553533678932719860813731899532003414669685370986571,5410488203901437888469703287953584896996601358138677734691,1936208815123718325284058446456810289463164318170157284191,192
5679345820402199634538979810870331722770162350899782425598,33862774190097655241017647299721592796945322004825816245,3905086911891670408008267251299763406973275107552670735697,192
1368484922816560182926891011194273008728121188199349614937,3914199504937939730118319603305661979369948087261740425851,2807526838486681763046892028519124573322434008867542989288,190
1348287505122936861961096300605128274306085774364468615225,4975367483284280020996527839533569785250919002748729897264,2925063693096146324395675865895928442795522313885950732111,190
3126612198594995945835946089563259990226846490931449445527,222784702479506985971974764172668470917372959135484645744,1105195982143585227348232489868950093417800534958386172376,191
1786775387872491060799935716078597179118099676845116257535,3141118812333010220759083669491272659141249132473983725530,1009163751176061228491054467527476873174979160516921281387,191
527814926948280304761383342614738670560751451514073573825,151962150600260552157878112559428126895355129394977847058,5104564519731779514150380068077932990579030183615734731687,189
4452507434579403491594410075650708581442115831558270485736,2851612755134470925323136380710724897529450169992531704687,2230498323586418988675344850760943065903781701139826233913,192
3235963341925290478964658801414409117824880976665509554146,519743404138631033767181809094426154531849279196071528990,1528220011290097738762739284060759680208391936546738265220,192
2691999476889172977162148928154592574483050347398782361721,404630926795510339999916440621552194157548848251425270311,5536104100031226867713130342279177421997936728771147082279,191
4406558605228094477023567390046770053493490402376677862678,4440133559580189125834831094206651005323576084424505596122,386851140499537195479654713859097400806621313317301614164,192
5935619876879937285661532512679077774788955111147120872947,2704660494375335906700832438832966055326118755289468583034,368067015485324173313512534876199154622071841598317448936,192
5419856182590047567848785047715220235129236954752962949044,1049160158443989505743523618328982668463926750847985770576,1930824224674961286755981435772550118121352520572297258939,192
4686758630129065094828304628686088483682749313763813848530,237101339106344680711071893200742370164529303857446892070,4567846227432937271156572069729019110797516854922588351301,192
1306988654502923016668862764448583658432414144167476863240,4295743668667015032522741167131135827579736710581203389929,5125846050468682016896479656806596953740668730091900509405,190
5321534055314366575394137122961429628071485893583665283165,4361775578167544660377754323955079665222391513868428085511,1685385038608401720674897873017767671255327259976141143084,192
3578914331443683486626408663580045227055125753365879629299,297677647047997128030894460935303083664898057143573911989,750827042287086486074797650272880974556287403122986321338,192
144055331207150386880569039670580974378000185656125678107,1386576361113237758820066197654542368034779554374663657650,2711043235506273665045003199845145137075362764153875229723,187
2183482658189718682578160197223115333305030085191913739766,6046523308385306497307977780926753978127198278509434075643,1080787517665110492747289072740630133245797395895519599793,191
5358712186801449661169701265207647464885844716332110648789,3296067389339598715080219530461789607173885741851302147310,227704815534455569685023203369274968729457119946247046248,192
6082833434574414585642899287416008300145273113735717640338,5383221216615330083709283367399768879257966160885102033583,258913224944670503291442798352641291209398705828277438364,192
4834784918491241270138072424429582817770442898825477353296,5893032687705171486713831099148939390699354955771344486667,4872333826393891270054625780138384014773666162322731161490,192
3123859670009039131332183511595062581954667110802146274451,447635037530331121050051292773922052117428094333074314180,919181085370964245268008550331445237034111040346470980407,191
5741756317907028871233143592805768537696559038220469410462,5982933935055375546196436111698730756410017741072506228542,3607919699526246477942096852451505950805633725526617642870,192
873817131036678834966487290058249242199232839238983453018,5336911520231404098207257834946107733281416514173562867689,5547798384821829573747568128405241093574107229144077555256,190
2653123753076299104522505487212235300468245584011096644637,1998840789269575871874974192003234060298210018500428827867,356709173880231505567115753961198872042292300209977400880,191
3854361736166630969241854648211917492614016153723128978874,2516826920198343767716412042689615530750985874620153087528,1211264253557149971286643827312775673552731306725038348233,192
2414967836554361800788038893584075693322206425934604466264,820737839656541884510513823514909994896246534341900702398,3576436884157393446109182966141498591542689615697072339236,191
4282133572313829467499635920803855262140952938307188299998,1679338638344106590798026500425263182499065975914582195216,5327748577682321488283525336455825200268933045627948838398,192
2192789618999027485117430177163429468210963200368460932033,2938210968453011895192699536099040693582521215057682061919,4321564635540316525574344906166618728675509071063886081525,191
2716453722529875105512084086577730156744846096080176400478,352726349165708267237564862246084275400302721033941760306,4344346893642337508046444033383981757320491174147081314662,191
2062080912492426677512913040928253543156714770364088430219,4206750991062768790511670532294943276287120915238203488872,944045435204104834146434570706638885298971293289919765023,191
2436009255559433371530448601541606614801136233903116255275,2904658044883935106265107467828525991674700093397683313819,2089902007871184196421244353926035150605734670851762421129,191
3058006429999372798728951214910392695543084339628165538182,5499995348153289116553733559988434057699378151654516652949,445083959671684439544329245577425265650800480729552480238,191
1813030169276541234757873106523663733160770137656836356771,1064369169334015493177480660630931300035515795358920301299,1917115371308999734522992296891701388984984206260505045172,191
5799621803899696002143449578379084847779632398915728306888,1482794077176793250812648472638489327713354453766400192097,5982939069249232434428179056548772296356741276297887981326,192
4323935283681740290745996926109885009422992304401331626563,3356228631025729415946647758261584199775073552894103425782,7026679474939215364666666042597430314969576381197913505,192
911133951101666014756395871756432253635044855901757256006,5218638560901943625179732566899663538876241828760201230885,4519788787188725168298505878937576900913257856709422263207,190
1469405532380484884142554976663861798934833390766491514161,107528418978380123085368169974515091271973836154799868660,3571567016367325901986896756255157454785383389503943474403,190
3981212863971445385925653980953153466235789606560299566470,1124092047746088586479374812565284289486022452819113213430,4895642508135520565607179521468406354993584246054191341308,192
5250834305458903492048780228242720139107025115378295194645,5512916288598602993976420426949725092419245382099016426411,3629010698394532908416468085957363962839542185187535673300,192
1970185709501464463880536153742208936271124363373668069479,3074319313197426236077709097975563999519283688847974929184,4698477434490978855731941745273351268594703736367942776113,191
1990081996866589770098611803475111058180070635204787435168,4435723257074581395137865639294237831111797147730823575173,247815001984884484066459299121173228367040280670557505600,191
4747754130127553782650984745546839827786285684913058966307,1848442745228362348393011039071508172589313031109918310848,5826698449069414324585937026278116688794542349689988568147,192
4097358144044090415380398699355093604763957634839954854373,1807318261907520071505051589884148862340817802999097040786,311761667146428888545052163368960709372332626863561987939,192
628119807410218079436392121838614254857676254610089242833,781825918240879775516588033655329442304147735281896122080,5020916349883327615712604687252035252374732051846341030599,189
4863007095904985275277162797620000531544318422039441593599,1236358521533229157048859425873715519934176478849914456539,5983273932658889090648541683985246991402703970849648297418,192
3294253915972732612959584074742968314136961369908122899164,3162803508970970705894729443966565892827926530758590883548,1226519919834717097996136433321718198492584691754492143655,192
20639779810791532811446600638427894134262897467770485504,3346742853372362466731291984976930858616698647633883773298,6051469613969933150312687780530039777306654747156310494025,184
3563542352901199088474852805782197366047372634661475407875,3078440940717920130792906251079740371904739093259177103121,5223645579921986692282785775748426300619709653115051079713,192
6011652932985596284026296475527659346999894497736557640757,2774815533930151216826114328850984977010612662719436356558,4596347145460229141456204016975739729819476528634753840294,192
5702621583048383250932982430801806148422032697808120957243,5597169796041486815328312925253347518215907839886478186418,5498761333176588033306316819393672424684800621055982268569,192
2388618640700781786803884744936852539553625505781867038173,6074178110719762076448268743705750845604463185253566899206,4111624978499350127933781120229670264320125531519347117755,191
5721538428799699512239729945696647200505139523264482602629,5570043186098974561670086582820139766565168666994412518277,6046555223184979382529530271069584686205649204580546419579,192
173113878082190092198333251784490780080794243153380295939,5334909874163820519640113517466401801394365083223258039057,1647825294359503131387725926333146610454813675739308111860,187
3157291470395960248619261916104121373145289513998768860967,3154409835791285029584659818937521444429368119758674261859,2136038878857325693072669129006690548272978864743781039621,192
3272734279516259501232920463120509029800825388987042446233,5526673390574472769600952346104498229716051460855237478577,2378756202638621877909773408755260710118319613824765628274,192
5640643062911884044666657726282484411101149561720975604876,1896189361456785592547565895822485436261098441487269293749,634464352574286120024408475759067691950439341081345166730,192
1925191493027759966100073432702615806961903313846178067140,1215724939434233851757046876921181816803157473638277262585,4066983436169238225746234127373261824984450393504452434623,191
1585627625620338352169635422760466560788487809174369296857,4141746799815438774811811262864837763109711138912493872528,1056027174558718611769166766757685545219841082958916888406,191
3781932838226021148131297317950509989065251810335349174603,1138956079911427677741056228145670392085639700121583994584,1395241502036110888590926915608725389926867057377085994097,192
2414018486013383540443501039945319551396046422374409358317,1301224214859048530566687187743416545813266893419211833368,758248771973694299365691307310412648005087242868408470513,191
794155704966482027820564533518503205673366476519309661758,2009925860642688722165650373157949362363230284272025146909,1554799407297886447944056632616985083933955538714932823236,190
5802923342611565591994548474527709671656027124178980452999,5742835849750683136020798491653518055859209330988852989579,552030516602574418327215529725732750397919206690046535796,192
6067092014653546315923288580495349904804958212504177593465,1068798936634965402406505530285181609295844126931936715104,3502329133571778099875122643681266772048945150820957674496,192
3648949029065423368372246152099516472477070707976379409582,2922144459635979172282834188100537674052697704853618492304,745246770041556724092605831622409614320024634031909366661,192
6175907919296158725741124792099889719099871786812674732523,993153197965020782308397452825932661279868004995162141167,713135400253873217827907343889446660124687527477671732146,192
5062810546512126889700996798708593523053011167957598643336,5595689878649961648981357359910765418225472095744968672513,1227600887808795329938249798971309159293933621322454947982,192
2867421286054979322430820616191436555666071111261052571738,2763631806973760701707846290262197296815610944467608033785,5165468400500190184267204302395193262346039456741635430934,191
800828312383348424879693656389942072360171663858578558943,4565482041069101376994194072078003775941179209808646495874,5668792720696427190752055434319782658802736118597306577398,190
5571282925620059683863071836330123575605611165399802035842,3721769533564826920296407328381630134370697113154816598950,1858810262714994603624983090452615149926036736323324962527,192
5093161447601616287921200882431011336962373236963129594004,3662223835700570398302092461579887057595371609740698901496,2309570874092647082798015861328294497194161918280432026329,192
5672721367044129761808175294233709882483309504232487550153,2724451621430958599198968270953184868971052275590448868238,5113277190672802159974246252509279237961551827788428523853,192
5021992220714663623723325663070886197640402027228819588079,2404619477028077422223452374811313511509847060925128769322,3520517194465496970259623706025230167657332434206863730634,192
3596432743948728377936142741922562149832207403580978489239,1454635375708276729011806114251938015316373467889745539623,5633068484497490157607989880098919586188108214628543690055,192
2379875719568687109717288029896150621021375102636747505615,1987857685989552787825675106319238379596683356508238615831,1426462508213757413536984116306690382179114277702461380635,191
3692608139764550941503613555913897865858559225950339225293,851604842668780555029817471065553547036437999587140036909,881580922217156795342046911584536034813449079400515530935,192
1864784964650532075474912859347398345345136928136360376705,5630198667209959847209609401136776537405216368228102723281,4763429933733649199253619982658564611207723516204308280374,191
2910543834923615022924765935369733681888374421498106099045,5396550227690179963302242886144138418010965598674714846241,2586770100037886937458962334829342215961868436137685542506,191
2923930369859294562150348562181810737347372556880856124032,5587998680144801041148255790484807635460099439341462676553,3628609041689651707710131708937033555500939356231539399749,191
1663772944474501260160384471299521911494052807625251349457,4293446676867729842434246644230296410091433784441476651571,843236093061458589059910024271819236547603380173005414124,191
5024534532331532893247229139117546983093774172822197666008,621175670606454145445133402343132226924036018751152679368,4325275785297181743135155008915934806155342454042066945864,192
2826654858402987459212553122537588057822357240963392748835,1415648845011204546651736807335825725282916130306647625421,4120805958696019735588741095455407908754132164119144837002,191
6003172540237787752472160091167915852080682923630124738250,171389602670804462319952430591509538154912521141455196684,5500759877378221168922718506389611900538491634108654923633,192
923649768552670618556000541061928038639690071862623128081,2498825069523021017435940573559287520488403339998329874114,2308936065939452380657358575891774565082238152068221443530,190
3095503184330646880092697562753872524701136230509898482277,230685381320629654306117941148010887193457800895272950885,932557534270216060587900893893641609484822013805463832424,191
5060125487040224086185833668816751758435666532705081236952,2314926119699560418303446075539751687236672665768454619292,2634600696747455252192922657588896091865826389450003576116,192
4868109167033688039309998138281197763782710226109661061663,2546238417907118427257717879453137524037022747127375842273,1725169713277874833301721614269398276313928262900623612201,192
1505232382485779738379399110483420050396495608511449798870,3007502527787115333365535686030675824005671968874524647233,5817611139699088491661018974225647820912508539165824300157,190
1825696245748439923020700674206133299322027450503211346102,880491646200792411043913086413691734251437854267211406296,957749138797553507111690218418634457633654832365478261106,191
1500760530767449085976189607792893520526576913213918383680,2951834471859627590160834236334071208143905248849620150265,1831021703700883871027351927365894769735890103928349046651,190
6143139869791809865000061013395077304785224465098077453585,814598295543617676861098100260298308718054893020526871746,3133589272069191198214093457599137553445311481025747597877,192
