r,s,z,r_bits
999810540313375596457342095478161382589320112163355140715,4260100031834783736611305614119549205493950565540740632331,836978016963677352358843169942276522669660582859037890185,190
2556643532115992502872475593551010169544433857677576544059,4705305809508561655696911646622892755939302182169330169010,4489690421940338800825175475234070240894310369111366757920,191
4378475870979799396565487040121977366617600834300195878055,1391088368239864365474863993414892225916640597810524331184,3314338702568209617455948629333678810607773989034180108614,192
3776109972478226684797140390571662347583558700692157626050,5374270400081534966841709665398841284357190456425292455049,1623205287313193588110541190502475845376466276265173710944,192
144755382102077893226582396579480338692855206054430977937,3958260423212896548314138090840746408539555182004593719219,4047608150186513595920440170809153783431353865363766123688,187
4256267030091772214849183864384675148642121619501001534152,5362214487741521165405174483184686684928461090639744993672,3115389987599068591771489783882236724768486545314189295104,192
1020950791854228170517523703162992236897047815195993915511,5093550711774812554785681162218923136421174006284766335362,417589874983614729636249103493788259901238956539740984072,190
1044436489380645014147226121675352119440971777438385743157,2490793630561539317274853198316472645694621821769076918184,3425403593764493486787340434249523835969658553371483654278,190
558768807726265731462559034426209296714381242445122300643,878656922201457887828673962360486075797170966343689503317,5290068019263025521514050679244962052932340631899227560261,189
1973966515333159403971330634814179943315857343931733103024,5716245210884938854540441883859269997881831348771079825900,6054942783575955410412877709015850845564113876614519276051,191
6095967127514743467573216925715198365389364541220983055594,1033795379611814014901369203343280406164212470632187252083,665443423790386413352742205469779366607485445116790623408,192
3709433412171734029871745024382062837035665605763995908205,2194030082266829923637905366843535483468190537640347164979,6266293982582518021141543847326328695840146105186855955409,192
4962317912466531845655088106096631525370228509169169412163,2088455406371653003167420068687917843454288566287145704959,6216808415618879425086718431681819178661285875966080842628,192
5730267918778644698524707790939201307635429561229705090695,3696258750851122159940833480285127039853377425366874876788,6113082481019522911063270199804404727663601071556087280699,192
207128160562315622929421696677498471622676482966696492088,4537221497703313483468614737365040611480224992151728225081,1936713803042398126217700673543828531407963405007648387940,188
2707171176033460439389924057144677671955522969318650368583,3471254563157330340818078661292375930650431494275739509135,1682109444675075229534042733038314119345004848845287590809,191
2205858852398609033559606419382491344981859649072807176676,3506968370585178581156545590175769347668318100280283971335,5504419524908771047720023611840847280097003051084897505124,191
3870157542181189148152211586031044974362776500413169192920,3562411995879936481756773535905307254908297725040356283155,906856411983233260996320971330917320685532385511854889688,192
85470885733656213330298340560247841921221150571972371434,453039055744380944582013397923589702477366540487404976797,2201739829176531252535285014941016898791112508744973327749,186
5024831659715705038215519536182349353375603627919326749433,3806239494860905207892963158012363965361109738786660235677,5206864318004265087631019758060512391667469818941046601414,192
1523360645729498649174193824119510780850521864475944177989,522639056248489677782289733985675492886433058261225516588,2166941461590022902455559240682707160427110096073708533356,190
3306638083816172352689785826000893177790422010528179670256,654555169643565445564720255718663761218126271216819354979,4315761542085360685315699439357518832525812554116478984988,192
3927546873323335826990595481097856657634815578145796814835,4913568073039652608749041065988673451859553424453507857899,438398289110341983776402557642812399257178985664957853548,192
3840096547410097723448161299154700829001291069882671304615,4800166920049867071207598814062023406083725719161333784361,6225428507548260689612417241080581272657462574645123000140,192
6100774061067111282774260327633004558242474671855943779428,4032418235800759652789895589525755462934378739478661712668,5095808824827028994847776387427879698224363986322527151442,192
3391561416941219148560395405674752662618853239206628409080,2823327258156074109818828218409523252803726329803065643706,6016588031527734434866396996131384860407409910167083113288,192
6244499217066616936838559927421261896308720447555108044421,3666109576149509493648807510626057527851769247631433036927,533457036329844546658871226317671884206875478972341727365,192
94926179670896727318867563940220842781365810887997080402,2095103997704817868856703670820896494074714248420321136037,2848353508336698101208185524232843219392670770752655304098,186
1241812143621339701990408046300532510512744763168771200591,5585218332406481178336838842094644534405444393252468085503,1531896588672376653623565867905037802755888232739278287130,190
4589009391785880528099079659740151963316006858890424634386,5249651438316920825016608956220730740779324557451922226781,478104932968891780613997006077988337465674098735588846533,192
5947630597701947451896144691090271420532497174881532006241,4959157079559297332781799159003166419804733505461961396897,721402017217379354053059457691823453220984363780990098911,192
4050849525397141511351304889380753846331299199219270762318,3146745033199331551852032935243362492580611269864876703110,188847821786015544757480362218747038318568633589222256772,192
5947678152034498525282011644290771090402850525020658203898,5051451889186219566940065835066278679332372062534246768253,278292129072560128665141697679109369152179378060816456217,192
655980808258562953546877893336634458453638335122571228896,2184874373752106716466055876793889136404300504965557460277,5894906024453723067945772071690795241580711723048907054306,189
3900395529817052380976519547847016480864406604543957406885,1211565515540659650548879220963845059455908084464222809228,279321824049176653903053599659085316475830477567054452990,192
2741608197437022013041006063949874349613773514934494007344,1802587817592654870911944665145427499518539693948284102280,4911079315815034220545389211853033128757659674339283661159,191
5001939586242342484140318500280849352426244393565906111713,387348434636810170795513289014974253747512739430339343254,5982260696594408878224322692301059123713575259788811590663,192
2910017817049782686550484513894341762625659611687619406756,4737156714610180836845723151840321620744574799360578314261,3226197895626264879511354698224375427939143350088150583459,191
4844208607300606961048841549336058852274416478837705798450,1050249349105310302153716775082067760297276247952474672545,5691698115386265150756086305317586919689214485916152126473,192
5103923327422787061702819299666897773219903563123375826566,4933905667724965164635526430548898118178101158506741703101,5648911747531693087285251674605308449929198093993489413244,192
458843548182688287319192917377695334548943199023129393585,4842386226806082224839185202305445720029432139857829469246,658054496726682320256516254950137375829870246354802694931,189
743535263989568885460664918348752885382272504037274294561,343924460214956743954382714159013618766530969379756776486,4041204678881161731590270147699307943564643705345708150698,189
4259730521882086329980832502654242025753461287794496562840,130879642575006114759029238326685633192399258909210142003,3615150619110349376744093043536817126945559392668018254084,192
2023164251922815171516463289613165776647153436457589202058,4297776379853141145015247951448937991965103733756366773040,2468108985745999716417727762310386408656097860408403488019,191
768403791191274966130295976253148517126341440761744715479,1819036257322810944722157753017872847765449122021418107493,3984108916005801406787782426743765534057452604172155932498,189
4518367254987544323915942395867906969215753119154966623245,1810630067413980445088475341873093535781521401561197711361,1397247310932928947269013654586718589275688214298831126926,192
1341453867233837437188552642934570193949898888431787409805,1257889593086418834071334598248922170725401129618114005873,808225112480038215911528813696847571623852561057016770415,190
5546309061095624721962275842122559805414039192986867127941,827850418419661990388554641560845996983918473563166043325,3658442524411126668400296882102584383404760861016645382750,192
2992681952795289490713010851632335888962166014434585442450,54036262041671918031243717032666925797038896522754553278,703716724914274861152285157588822289379903219258809565329,191
626854858999799456137726925289470055431050843455188521835,2810500792883599666687821850169187366068031256184958278679,2051496146170264786378435612235148061005517875518804637903,189
4158378379687082194511769761874437412697243172872953375759,453101628908682653159675160097189457421305943740231628747,5316986746473156946805656253751017242315185116456520171475,192
1995898648158289211020940667223170142620737856924061467109,1407345699520006384619583919496350648857507790736328245125,5601223951310010935378604288919446120240354120855074108106,191
3505412569241748191755496244179812679060809548158344619294,538909444224784801242899926373954742278983871320247670386,3162866842985370710620583947610038048878602321237392563591,192
2342615863250781961506308915236557755638319735615371473540,505275281351756520981985737956516754050673694038306262277,1911612305390091130913082260718807991576230625137553803233,191
832101884460002418914622758114179164146128553771164779419,1234479239897348427382490742092478951120241399137440148569,588497656508337567440055181252822532883272677189267231479,190
4520734105346927063303175687083839602117858938542158478524,4041886992130333682703611525479005342842823824181031214864,4794887099612939005437736985984121290016196213588569629251,192
413376589965891500235452434980451829445707917748019763098,2261113499822730808396994723220034362929545120385369926441,3608628403660021460958607193657501142723872249603398542525,189
1286677454442260116196802754317673719656635034237469170276,1400911792172030250300289867390979197548258022519489367315,4949669065516793876566372940603033629927933557774454213880,190
5967493390413335383814927238327336130952607659833296593605,43242823685731606750030660804529425726081255464988912822,4030271105874612721062261983631589623027958987885109509966,192
1089753035209662663154053718671821973561882299041787817084,5294657041122954815913310431422069546978676392165362161522,275794686272936683537499093442208022928482544976230873549,190
5394436773905846669907774404638603276729216213181469060146,792614166842970343400091639767592566349349161483247298294,1088258048094939694760487692554586094726621853175734427062,192
2315135691005830564634903162906375405816133427303350842057,291106792697688888284326182587677454582416226658158651034,3205203448164527771674282845944441325131358610083138332939,191
2663500049076256945167666763122078341138621798876207398803,4487865724130513690907479154932935095459366303144242788926,3063994255979678046472716521732521496971299489874615519109,191
2141871169576782336163574434670029716785233512810257946187,4200093228293663563194496708386515288002253794846623994160,3362611260142234031823168730482547026284457772031008687365,191
2436422420772758419230283332954480505898812933846371048712,2040670365775881558806447715885504757909963729526991711449,3183901804734991993807820026463182330516457611209334178184,191
2531906751718653657540443392374435068354347420881570691951,4008638094020519888431468882764434759002203675749851930595,2949738451152858554195882195702576807541134255602126978027,191
4449965671609719924884371842792482916449347946533346715397,5569066845794005234133090952366553760672446790437233195524,4928825716008976520298281995062334763631444161979774235100,192
1937396439846347142016724676036905342828601940354164446966,1427003455188968581810577102375297272908308363064388858125,183523311925669914529228509825206268778501689303977001396,191
6037189582437297236589978485383824651077581273761783248458,4943889615772893074974473411708651636332181163218134598723,2629487548602877362839332526249356380699963405627258435476,192
5785873649758120837205692110896225516850524449232276744943,5013441402713153430205978235189262115503898645658899993329,2577766514504200292667966982854115670283829678815228309390,192
1669624636610074282255044701038257912204380814333509268876,3425087663228822164430972690812483590264364694784907697497,5620021950428918734640465933592573688553855371286101594909,191
998138143239621951590999334503563230639117399051149655654,4489603155340321442980723646832941522158194485945500063257,2276907092736907786775077993703898843765051997450771789961,190
1168432427496041751058478401492604339640152638158209510297,1795094713888241136330450099858768560338385919040241357483,1380397895291960997129797091522510249724511211600097189034,190
5199524368688544579483055876269582652945486201264511129940,3459695680385361605355147908790648018207636433821376248855,4171140053349861863058559131439453695056609817058950122108,192
4832370358078115735185786152689551044403470400506983410759,4219014810810565049560723771039472759662416306287805640891,1362695535899129609448469903125304692822420789088068538453,192
5561485599512756079125050227919713273669812423516956869535,5205459191907548881345593563526516677014617322033015615227,2604406456272187531246297078787317611348656057234161616712,192
4757408298978591008285999996607542411218290308431965409411,1204984657995806903650443708496463989599957253408668781440,3174299515246998745193963127841172962503007382341260373271,192
4479198436117848104798887131798217955793673018612712021636,4618150476500393591953729405558581571574632098751696151347,2313848253269105780523683117445949444604405834199667563003,192
2214013704964481522205877615142927555732328960644311716878,2061162149073047724116640422988573016903041381594921869139,6182150543226482820609794127360957848648856250024708169443,191
4467360019668654964189226706777990785173572080287954910283,3035506253388680632835988937612989967277401953951275100275,5954592659316898543572441504199453495073134942798437257270,192
5042311381833794236250634355114093364930397147489947991258,2916634550409591239417053043472589968265377558643468806367,3435083794569145973217959012739623929364782023314105108683,192
646315272314971674732531737410334335340639330685969653408,5582937080573296552895658066598189765004122857962311468814,5716542406709166562578354559846725573863743277944315645072,189
1336083521611072847608601752404423090839766255560218499910,2487625601147972866672897649785615431522316249561376304071,1183774721453467603139765014807637042231927897016211490951,190
3990075398735522511859307574926969963505646390107649274093,3711467576090635743842313186954071093342488153485495016060,651093982144661402516657417205964427352575128868348493084,192
733710532172402401450537148859100712045625782566730436934,3929868587720620071168789516035794353016132033118755115318,4589997718314570508796584871717402792369756093781874638031,189
4203236036823904369446811730947730375479490734066406706426,1936090683704431063799670541106692425099568042097107565029,2185332463855564848596094508570182986355568888440747290377,192
1078819804895848680201573533521581890271885649495429999351,5361505733853289417796588560873352337982569153312339311202,248884668432435346704556236530336523638982381246520464163,190
2705869307729393772892012736500188914625882503427786857018,4554028439926428156776528062914326289222716026475890194711,4612166420774928909276089567311356043116656298915073569851,191
5877299623167214423977171908193423373949228827944959112435,3232865382201669691943195855196540267322460115506635733918,4439630083095140466689391650986212760241162297614701070138,192
6186084781327619044906859104150755733345531898479260424952,6220194369734804997501024763587204841309571681076078400141,1474353072293570853915612271810583204694184846969525615111,192
1208031728777838242056040168296780810769466517564168538733,488494170698911382875567688958025459994057066269183198185,3026433534953362644328246503723264944412512500188343684457,190
5203214302065243238810415219595690551028650891481064217397,405077435496996853497114283290469119374462589205627448988,2987989542498788622072286272600933156790536497297435811156,192
2887263114734852802513623790287372394358131865917951052006,4152764311223868425886989027787077650464265793713378939555,5166886241465378829291077103118039343643531127772510191835,191
4590818388230090979148951619550084072265608003905743449299,6023120099489811012697104918137920864190413225430648817832,2426277517656130710536619642532534754546254299373346896768,192
2685346181817827618400102993481018336261258824673708620381,3515556141709582132749412862237049256085694311533103884765,765877775793879283136808007702503370734871459920992949147,191
4177395605010635845581538907824658023624611120601798767242,5699569204541673601678758556671826941029454166975845437528,2651047376612942188620115650108692338568461340474439401564,192
5703791364762842814263939480431963140950006689857290328931,1268721435649670033855358108458382563075750904633873099308,1643808851768925632182607870803762996357893769779019873844,192
4390239839306088160698025496092962001192911462285066321967,3487207942910277589150570720821608425254310769018711170609,1630057608046342888558405279141471807548872916210111702438,192
4282766457631615763452888901001179211762015129789162938924,4579205278330062233008793661446274308769747741455260329319,5254143464796271913013312143662739924892736054061660134575,192
2623177934646951813435386902419775600830758283335886542216,2509622869510790179241401873886500084982916657180895189824,3051217854130397501233288641427598903060818230334865563098,191
318616290704183249604461878777708173457540497868799786978,2912143278313327987996520139989356735820543589794861694162,3156330658581365952038491089817832638651816116167922870226,188
2282487519233269627252397775110000696042427698988991640669,2004173745976305861394345018706124440605462905262463941054,5231927208333826427492952107471493240925715150158949018224,191
1391948803472884237008822475630174796963068028946578368229,4215422720726622377026500403349187692005899217596353021750,1121324389141358901925012968323330704218835807379511246050,190
1539784871817378975667669548993638927761031499625587859961,2658395005076384994833759777565002349691401121044236787863,4313428988834698362889994728978146576476905319009849782009,190
4373693661075820186761427638475117301355861731312559539967,5818066389544776427953202223217546064214815826625116931900,4453647584281435486721647600530096867975773164795665723134,192
389583112312963873326249389449661082548681429032224234517,953431389644656479539332741553716791396231669457334115670,3477467648797598360095780491031290887639056175029616008631,188
2924207835293732701009890132769539822887598941710749307828,6259640283634882815260655055274731442563286389994707462687,2530150737665783550357339086121085679384770299742590135477,191
1678155971987960694231689424308949514508665445775176058126,4056465058575147240419571827154779335678830128521889420240,6105616869641322840392182687155653274649720099363166321592,191
4886863401018145195950939489908116103918792133175253774989,2523615006122103194156466350421257772895471954874704657706,1209251581972295151868850657424634460488169881378345226600,192
4700130326665558268326531475293890150032291265972895875949,3938212336425367607819744891347339302088601260538448552264,6134446836633550763087905256358523744277198814688553973560,192
5473898965602297201258510219358049371416130941810931200488,4798434226781080366351451005454410198095132825030971417561,4611435189983752218268237876807583556827860152450309991294,192
5297020960330862816003997382155830764924754479683243100901,1421812119932621039211152489932719998986974537078735826947,2611176092431539096613583136786278927899033496393267301275,192
3559932150021282354286177803855677236093409551768500769172,642329883572857537510434002559883381445038726703114858562,3471389957624453716432792893272455928534695593476264885008,192
1147181987264894154429054362664199710715641299206985282575,6190883289588614805138963627446177234142411501902364460385,4456732014764230705073752810160246172076004432216616148791,190
655818747391269986165459269091708652037199619460796596420,1995688591209447303490112898818018547060257780546643053779,1250125042112462091748890937366820304340927564872981575526,189
4331512373987902674443999158111262569917860070749308704235,116212740917812741213813622230396940426870949358543467844,2453541487641120603370554589380636939219919415094952299083,192
557639588105146541403563072291305589662520021057853135191,1558683222414222053052816087744442487437937169908079825291,3387044119482850541710693450623481380654040395862294158357,189
7300371281214715586979680156893269940676410206838204872,4608395467872551334449773538256140331164122640056123695235,6183038584470397596510024112155290049725585784618550031103,183
3675166138137390385018508301739506927941581704533776243801,5507067813915683851849159399540231027094957537317246746783,797494975488805869198062052347476255287731294495967617920,192
5450924963781416030811065071005871836124225202713360909953,2346721960950528179026081218863491854641698175788345711641,3300907085519524253952514466214989527797526537299218976078,192
1815938915647388699366460412091640885954669558267131811177,3506245271075443500447128932582904818281094334371464488164,5997380685894791996677626018227008343146288579274178449204,191
2979209652280244843346301747469857732989427522142701936499,1720683984726211278950915311897252607588621555446573802736,2570370115694498582243941403949095977187620480722380661497,191
5472467536374700299708733897644846281413592865597379970039,3337216417147679409063603034541378543777666862785049172623,835250997947318561592878253529658178882771438911300867761,192
3756096976948668227969863209160032430646562787006867848644,4857171954521294228321329758243101889139642425874124955138,2444367439418908521735017343579585353909510683996957789103,192
5663878561300330712285734456417990736305685765483829141410,2650602472050948873552438833165243536717134527038229400276,390036864634015130794671085501557514687853296316151827195,192
5333922824491488760572166385058471497345212169898695228020,1128400148294902447706078221182893980064008926095372998355,5799059003494950425848536059962354331487918626232302627788,192
1898225477776168001433613576336144632609180737804752760098,155624187408596533439717291711399553464514280025927667682,4978940153415701445832473817608580535689521406381852326524,191
759572480443797834157600830655105080697555552125557342532,4481477693134021231008403965149503074245888556636497408843,2389009876021693703749198463289001325927954429144162015106,189
549732235779166181024262879313940982766072739913086418293,2052942626439792484324541999158005401415982846953219078027,3269979118263817381578539242180826632878214099240125651649,189
1551906421288281891073697287001285381974279475791336450296,6039725361387922193420171631941922781147601904840795556686,4272858398488953473685257908272716177491938619565717180036,190
627270217459426177092759943510000284396729702316429349734,5122634013531262766482812487716474796859222093596709164359,1550410291674048679239615751780006078917873522350649034304,189
4303181293239882373915933037911390454546999265290333530309,4668132966627727071615420192723477288548524208386888614129,2979523910833312079719563550957060052523961354776531493315,192
5256238516930525769137426401810058090025695603635609380071,3166802954312190169869108493122151786883147579719631531624,6100519356038896144281305317233909410012743975382873735653,192
3875571948401317252263504591891138128189679383846171251926,839419404811835500821636341418565281377354157929390948009,4072800739795773912820875882919127389015500517518556343022,192
2579178096270429280288921756230516179738320277044640093978,2200430903616117762389472464310296305956213816742542578247,5012013444573756067113639465102826843694348712699155839110,191
1479607887028191703163431101521620630217563270431696915550,1590257065495800268232220638881310236865147257681677183975,4968215388138991458751567988672838527244876676356848316768,190
5577290763172984520616304678585200409681860931353493249105,4232750929773698777242318255805477055403043898672195124954,3675272075877552417166050041387287722017449348602929610946,192
2176290196590755988647617921459504595374052946907612970814,3328592032399864643501652423592156282626237022039146657907,4521900062561016855288513652731825407539350090690415346804,191
4414298642853287053849929853994243537855295336897083053492,184462532225669631745778066491086614250560628307597512755,4481245758554521266604603950731783189257104570345886618908,192
1502277389692701375980341601232036890832263613079920714902,746501846065415179475094038567000220254432759169084905468,2030625516121161275846191476799833413986672982659124195175,190
5199456110178797189621878333401794568682483056787801790183,5129412658607781514186287447810000251811640742145340908479,4797694073069427476937734908961549189467653785424604420380,192
1960954876150526811272677949849883948784499208208927946359,1347816268663057030263144765571292533442005066017068859734,4040899625978530271564242796678433902652812553707554722133,191
3735438810226681639788040768015378286885194284872725400521,5133121169349816530324030686525713518635863985431091343668,1545116025119145103763333527546119752032777622969288927987,192
1640112048506914223355205862954941094067464607568949314676,1438414058636228992327522419695924904941948682126853375916,3666392175154316672546640772067512845398272256033408395082,191
3332980524319266839794927355709910065717642228598700567386,1804276367042246717091168930365517153988040395329596207165,269345108164771355894135258298519462243713963945215998346,192
5922873739899553936916187692095170717164113646285029879088,4754747437786924303605495101581675862162162267440404735694,5934496565677541561018383157247713536400998092865924546688,192
5978133728757415431668337846318021128300309018025465186184,2216257974155499406157127845669313419525432459866376455509,4161692845641967487902942333657958312821083760155267639129,192
460162809223911705659151739206957335175062720999144971914,1402108343054813691316097412849443744194268511007982590395,1002472377611992515579393851455187487500284922257100312866,189
137057142104357875041720508668520900256871024285278625859,580248852606936087617311654588387772912224561905018517351,2473293801072289878675577306973587633117781318158331146120,187
3975836794255118472744337480681520135214924404324876069390,5092250322913017326478047153600075694316335443152342541371,1420610339933981164029538759059583774635407384533692886165,192
3877695078493057919820577153005714459124349494005352547904,3537325201009006707774727089166246039399544013816088206499,4262307802597230499574037693372654037401815465039149255728,192
5807502969662881693213541440776355982454674347904632719297,3719058165390421996493730937783380093039327828786221716121,2783755506713532894612238002470684887225095440655153744910,192
2833772332968727757906003319672086546048148660410591827605,2239997049429558315220531574566579524779223256133970886576,2048553500809819624904414346089534818511703798183436611979,191
4575550377806273866309649589744250456132233847679678276198,618412030607588596228170699184211190494211520251821956125,5239015624116499067105618010535371715546131560517298432809,192
2481991141649215274174528508805683725475912801313638075144,1114000032943204256867412982073788485816938387947680182767,1778391636154923037408130130653783361182312520170001861427,191
4761698531584408220636242148583688427654219793461196242371,4283294887394255682849296345728594105216720060655088511802,1714561370677441715367946293565375882077318066703237255431,192
902105820556615237986913754949265615960425512036786925954,1591633815225059247352246455480710485613367820204629363595,3713487139022438363728540415530470042052156239543392869446,190
3568333735694868308753188119751386376448868874988220203413,1343044461315945240633989684339219066926280798255875519712,5045486670224603365401837128072010231910865608436422789905,192
1673080036855808781287475108540302803585059750961163231288,5704885762372661641293876526206812010095803318060490248604,4621743971244922478470443606755467839842292528701748756769,191
2739242479696175169946476906960947030791768350444023712837,4169107243821613993025241055902448123708673926152099896988,1372132056405932744964354307349407848128903129237103507618,191
2345622585594269422318016367983213431234029027725497984727,3655342732800518794946565082457558721964872725230345837252,3167907440309332275021571570797625368137698749561797222506,191
5201441171223677821901282411605289221441261658081797844177,3976629573068823606436232993212644396522211035610819510131,2770197866183954585063070633014469939631351284301894831328,192
4340976483494918300167190999152725634942740360199755153667,5918310903417714352659226031747842106263749894350037304282,4192459723736091727770932857486517430542615172437911643304,192
1314487408934124086789640035412218187734677966215817719261,1260485668984979530791553485363726475657604611790076827781,6077963716611405845334419964521626058328179700022514746081,190
5197146194588578335562317450286415559395904180808383851241,5439807670452946617162451713054671893225662779308545173999,4084192410807054326718295112923722766084875531222075525287,192
2118882104548139301795436771295139091117643462577858820078,3995542658149259906959913041680981100989158129655331737380,5567173457834099553233504398155642323883337914726911361260,191
1615032994635918928679309724629762267104724995215486146984,5849030052798257394654520488680374593888333475867003197540,1542020287415654281420915590237825095865222774825287308027,191
881702289386115340832859594740516136226663036310528701091,995540148089491401874024828342541733466749315364373654897,5333389524670510668027981040611565179529945546180284664433,190
2681324608201143892315544853926431120345223809145858968605,5110005078262441011522509479369810401815886086802469052780,6145210023480981035222727226636606200457500210900760573714,191
3882653231760018822615363670298868940308111951972698302471,3992242594452221706694567042623466047924358299724112622019,3079224108389563689164661886475862355084344457957066645532,192
1217528292336401716624634527601756061720450636774602282307,5080076791176876192577483012818349821930257875224026105432,4937754296032893122434208314116199181578553562637580888517,190
753300471257437816705088305865013251212595648633734636030,4827435708323991591446526030716971886262225594080546445959,1550707915283976246219239415720833354830257238911498574065,189
4147506639986660290293714669634815601684417423386410679547,2329176656954493925262499492338351959224991074401393734974,910309825410816076854001520710600088700698001400247594625,192
333973377215689651686961723685906631451354752852728148185,1467028554909680095828518815877047254049646347659692744848,3356927785207171170883692439602765874644534621186889477877,188
6132907757210689206389446689360657958461822401012699292863,1426324542614544369053471309714046767877417809298447891743,2036449067055200490864033764944469498590087996944142100190,192
1134386441836618118303305519917638245415211772918084086082,5561760117635515972735998089188291214555337053036002429767,5220599727500452214469875900317629563426584567332556425491,190
835521509091465924619402101942769940377508368557907057270,5987777525981369932766302928949939717482649032354471993073,5962378120644734792562796599018434878176084064930117614826,190
5412299553982430350642221562036894381473633145593860427190,1692948540592299389431458745419541202714967720471681643816,2130287649574304650285803480347488403768313998198289719990,192
3928804381984253591418697634500449689103093653854367686158,1061589330229766991624742941789422819255114319522591494094,139460814453931946733760649717119636087403191222638930046,192
3913007010317076914678991802085867727369776657260285562652,81287759651442973463937400131543228687969910862534082163,386871739020625570702830237140770471542939418853295143601,192
6100866366075058048234994964327924567901854719957756991525,1962093193777572423192196849966497395454620352262490518908,1229997196526695405693747787109537699612252769287955131269,192
2150353653040399601139225900593763844399547830004685584094,5576100141577884787706675542384234537810239230696725395616,3260841004432434149811580269022643156504340450267253909633,191
961327714872802426549216550254045911859049938348968399064,5285087483366242523545396224770821658892806527863920084343,2820864891715347849439469431136784200936008419330507107634,190
3864181105161628958768160247186614959606360810455031268597,1202032944596957860383699495274560600818389462047687396735,1105212370157606852557735173787388976614778570734187227133,192
5159319143507107265160721776303252751415411415348539614573,1397351058098000484215204495865842411410070754112819103357,1191543794032551559117761376420372971086243170327659787228,192
1990748127245227781418091311824672201301340847259048569116,4249027697483602848038751618985832627592467752637464282623,1994799806002122906867055375230109915077737414712906229258,191
4146929950513247850767023773806509685480913706504102900236,5521605559364632626651323576425932068018008317474069693637,1808916976575783104757515000521804617817204221799777114894,192
1919581944306513859367003200179983783398232886765227126478,4204483923861471090006666834129463535224769193239670264628,3851831700266091730987697299398945063853240053481109508683,191
4437986897168425353433285094678310189126018590030790025248,1349351866382717826019057721937240761637752109510983800393,3690299088328309406303029132254911537503516113821255905061,192
1583589016307524790606688599843720263454772044251959578689,4465874304257017677379977680735942148631362908745782466870,5553410501725486101515383323240231606595482718599769890342,191
6224848470245760822644556074017510262556658738810471350930,4278131627862019113725579818812191035913565111087115869224,2164082149769807483620322686448789023060216860651561081670,192
1262655639865882032172946739438292545558795866400712769804,2166858223760321366016693546256856783850032220006012932134,4783648704449884203055887770268047749163627920456439175888,190
1000602876099966518226545583941841977462966498068208913090,3118812552589715328215749790995069436063114649490202595322,3662005101855457737882735688918470222698194118730770945171,190
2409104748168249875850829450920640730076681404116804642994,956468215531398541875145480418540120327295395200069060308,3409333627735310486819519806227091349340236613117215628907,191
1325096712336764067699012781567557614513255847719505399049,1331229339060800266516304595595479027880371877843183985362,1311786926553152507361812988881094803107438483651234350780,190
5265160007260161805255184117356173733328775807929822591707,5142798062560980073772335319918902854756631698191399179199,700082099322356465928981015442355495514580263549115564666,192
1062461291478727607665717842230975548678116891227308667166,1923038119576202946554447689796696963627053573825472920140,3744962157971275918151743290417702865912499424594978990108,190
384347523450147523097483930755807508117116995008223266466,1075366322859589209502921151546485338958383650073372593227,3847919205704410279758281216944784645668604218006602741055,188
5680610805126126723502534546856558880067266860875974424064,3145650725257661203518401119698707197368379816315731977314,2644309418911248347667516497420771849695362732227204073148,192
4544017318955432693760684523677362561046111763030964851382,4043630815829079886091901816223337102781453177871299844287,1799524134743429037538618555872703103713914577872704110083,192
1695168062239669770884567273292052067102820870701051067866,1691525806728547993387134027082984729758463449423323208809,4685828513537184999656511543448289608541085564070303686225,191
2287067827259511239243132164568577025270768451504550793354,2399680369507317511653659058723542575013545699573944171231,2104756009244202923313627112627829820270925929169297903842,191
3235931030675872763558876661625652075821672975227628164784,2754164741544093874400736491773289602455134046961284803609,4634580069249208824931560767505213374823162382972021811210,192
3730602474885640673494556875730939569381600799051784264600,3106188784547450253320080555015917317002955363914473909929,5961674906337450690598553026316562067543290353579883798300,192
4157055967415274906059306445549949249987316177037878758714,5766538782963524450044505282630395247700945184297388753929,3050543095955324274602947528268042639509205662325309716664,192
396879949974064542611313978224617564444922013670718031954,4279949510098611607841422392429611685837067571466840527395,663371507735775541258655461166369830268579158107884097843,189
1508069638949234295426869832363699549813634622140000497210,4440873900987612616045288982349268105777895643633144322965,2785407348566137038615944205394357123630914105406412844570,190
5106702016328191366071328922848492376372765578171245796017,4679179067543446573985487610232222449645258643712603994842,3580424273407088472411417261309277880586614488747011989362,192
2714364655538777988750151044313446029657744621213059927962,1979593294032614253862686182148915649719505035595373840961,5623017459596996532750556220818651234526808147815792715650,191
57679136545161282555135882820774804962571425750721812411,1070609567980348426953092066730292426622038118541069419082,4594593628504370358988993121416883469160572635426990985263,186
5334133214098042172235935271514290010738157001151758288237,946726865318961402651638859838081096800492402171418538127,4092057540099216090424920423472977202044720888400412644585,192
492654807472437236149608877511098623889177481764799480688,5175168062827329336400631218890041971398251869701010259088,3911808677307460660755515155557797816447606823152329211805,189
19647940400304893748703514694697197602145217672450753121,3685649678256158197989139737652588707188743912571705916244,4911818995451261671467519159524265187286731634918340759488,184
4521379367454898999674809839078470137406695969412587272353,2402672470558822087863719030028299477019588378640431059550,2847534748680681988431903731051498128247326161078283959878,192
846798332265867365409809164766869099943950915442277743208,5493953533230839884597766428121598947118189727520250308865,5342664128209930337841977636538830923858308799263653544611,190
5189349447637861092390775348874112397533395527914056219922,5927964007073765832584823434800028282392379510454353810523,2710787156322344476948391256160029449261857435871700943209,192
