r,s,z,r_bits
2317380756769492972440867026551393619324375852225433751923,4007526279319627120504023997995001731083263179280236316103,3881476601902636132708631345057316431171784083859983965521,191
1080748462802469815261895871101901835707658121580650026889,4202438361880829734589695049156880980209822004315612477167,4848378844005866104319522335225993155698365539160212706773,190
723489937734015284111703974950228839615730517689454375222,2042881459848361550076281558313421158149970878152788072076,4907774078078192789545264685329218029162869659850528315595,189
3692077398359701006111532031494821319105712262983667551960,3612711234637287787249651268857233996066436775246648544453,3862750708086442509196056609450175180323960779949124715202,192
5216637285088486559879905146247486561736738069540077479752,5484309444744950187039508436202540437491035507082906499778,1514982373319113542592084108982988170694422511219638923308,192
2634568895691533159436255456669482458255874212127312464124,555106703621227773663336583004051526480052883240113894602,4582838553156160656694626396765623445152066041557683139584,191
5364881642310025382451860746517030654412369104416502586156,4806861370000345758119801439386233636358768058955295202006,3130855588777696104633512473107570754369131858905170805756,192
4247214391508261642275371801367352307523691099065371454633,2557943282007114011095620184708431491171191131665503688212,1591829382514874662403199675720218806929988547568074527998,192
423751205627353770133730247258778705753142478225935131383,1383798951539963996212414193492214347847389033133818142132,4131436870633135424968730575796801196108547453288376060668,189
4460907731963994988966335777358879667526524577185501157174,4158796824903321079656848514498111243368029835634624261924,3809262128213657682876412532361353256522555880128462543364,192
4966055703016607924333713257219863197159865337140938994483,3359277281026913917697089186479001996129009678416728977356,2710168748266596821436846650688587915003181730316746580330,192
6072408131260320030179396516690694226578822425080685105706,2266521345806606116938424093631383731714611384257067406937,4025271056763596873387477637336208691695943923309184644431,192
1488955484860634061495507527762738708080666314471955320214,3925823012900861488637928365144348602808122467737007814652,550718922106043180736295408840202023622861267653692147217,190
503682959161789677440308381799007911142144209448025971225,4961390070062183838409407191687227852082602179898198177452,2664246150565120525427566516502197011874735546681071571854,189
5653163415911095974398888833607534419951287768709999155609,1828545016037066001500140100238623003281477016508415645732,2188638506689628413661736782033794193322369148189245743201,192
4493023760979635223043843888837547959785795939607937290976,2899936895037706222490354243486498927067010905535025190275,3508311078015434943702596399412795019410845222009667001456,192
5767486310115385687586805921385318312511431498042368871234,2934042454299680957532110763697361415604712139144757244753,2875299837942447330996242708594265435715739835040846374666,192
73994368698256309959375719486417763718126579051660589101,6131371359515904143556520628584473436958539854733142490171,1089238892537668254773546202640200582765338401283964443923,186
4894831162664487764350019453902941279523612122864798979580,1711619402478578878062668100289393329925373024457309948910,5656253164458432626405116535719045838590790167494007218493,192
218316161271650477016584053896574925208007897355606286238,2009484794454641160998745487105349456717641726586199100971,3399838900338975778176785676575135883489557939222475527290,188
3203325933152289435043078855007989844690204057196259235744,3696927901645900441328966377810661805808796159378821606103,4212759901391542899336189363638307063702421368431241048146,192
4992837587911263588272479693238414307399633642681473792510,3835207836776910366527622865660423342148133386632974651541,2650864207674201188304724458089847780098855492934097226064,192
3133498593761865944019188799330572026793429945799677110367,158071812562840630076855358573781676702531940078473202561,1477045998599369209727693879698377431927112672257836142169,191
3508351425981927281673205302928736904548015354991930833594,34298436830637207132023545552645029911471913034359664328,5976937791030425946645400583843733391872128766987637103214,192
5998800249730264763649663612751447020578217298685170717632,3575558090743743437891478650914021886401542548857587870952,3431966532657920356758102789700406086915513057559514597803,192
768571623963306900115194733503863576207040822340677023633,2319719368541003740896468019954733822032010916064872765758,3719373926224260022055362999914932166922106954914146277567,189
3439607672452007566971108599675190070933164497130264086591,3882430657362904405945277260784370781570206053340125954576,3368201761865463672195953271102140990008213701412072587297,192
2816551806350223069486407404109713129410350769668331325597,101630968450014137104079943379450495935907752023918005823,280725885281892328162400721020411633220618524692707294179,191
417266644076074469968592487492321863010600444243606457916,132989741543132132971166319105956675227695946563918058852,3471516203679387873391464883860894394016403264370381203621,189
5779220604498966507126295461865350607313647557628909933150,2944837650047146472093598652984830054638323657380348826761,1439061554687818501995230818865464128801160908565467942897,192
3710953783655565470744647135176021226664965289766767729903,4635942946736801914145058781310170377856912150553743184593,1489607388133033009604773879408479046823513462077285226480,192
4425247148812803771884274145885978442791491890511257509715,3753139208728472335934312932668775194264389532583992745337,1966429575893163431837351904692563825545838155848075294390,192
3740840170521815107128620438926443799091273112208791671175,4317873390888471848044643828981900090961957315530151563664,439571367447765187406373614312224256269213356577091755361,192
5254600002375217223945515314264435278004229583564227265676,1243614014771915188735157830808694125161837220654494205825,5164007856931735487182415652187318569671914278748100689336,192
2977196098832889971965986482132352347338741862540824838381,1268852744145600912641471567876513396027887363177853581263,4217925914916494832181150312149614742383586327707569580202,191
646598291424957568511641988620362978110746241170156327959,1687838669065483347356920136120397942293327044528962089999,6243496411660809668276528052673678181550901297273578328258,189
2986757616870621216169770119448051490722342892878462166406,4029778593651284660306344867392500492920117900089987866812,6269459364953396876604014624369615371554645244977641151081,191
2728537137000229631116966755034702445776302066108975939624,4008681640277422355907771035941048135076919753305520892194,2729187478819466244487623598686838748787629225390544281310,191
390965133891824614498830875335457579762873858945359181607,3501007212930091346140782459845162665153607544838044710440,1055215902507113658977406684753156253857910858672358574577,188
4969394550734900658015764259260793096208038920574339563365,98656564264866294607073241405914293614317453502509792530,5054364800005544582384242859089264755552366236188633691482,192
1320807618883235325137611081822999168025626343735003128631,987965235664046983931127041412481045076928665206137838065,48766335230510120313030753198286815537105248856771402685,190
5748629776763044200206946929389404046102952563267485451633,637545244173724754964492348998483106636576722851713379569,3125216499502369721644512296577257316689974025756140692808,192
3991871887356413667508115650131675983113849981981118892252,3895363468815636695110483019346313430162041427536146513426,4195192133792183576437284031563820624920059040820976620955,192
3093240197350689296975317052217908610901228995730584869488,1233869732166519017657612891895666493152010868039050922737,3768993213275444512703163785946002098187900556975170132618,191
1972475382966003059831161998152329471401864921034153154943,4533843218215845806119574984500024257760868677286230865543,5117293123643129312191068762774048584649558576874987730920,191
4319821534072255292933538030867086278311265583220061945636,2373183401912848161171700069394720410263246297182360047111,4177553928349883802715874081453156648977285132413464927214,192
4576842481809994136004774157680353672415060069494472039779,213365870711646305785895617990045717382245030116846967654,3021520195587750260972991594329365522266653750877767973131,192
2138512791135576864222433636296817185889871571950736426198,4302524940982854278065822762681804876840755106337399017725,5554118488585604724486624595030767333162060067209589637232,191
74332403409477619504896888492602376878673367881105929417,5466323332838867128330588666756133692803043149768430692187,5802056960331743301237071330446039944122173970022012294755,186
4673401103332040020526023272848847130646663341459912348828,5875955178300724705208663085761011778772906956823806329560,2975332374459896150323810158703326990192803251664175906331,192
847721247263597917132324798606671622726770700914255474353,4828435764523662394909348975107747983350643110780883500465,4362282808601327692674734770459843438005918649916132742946,190
1115167588552737359838386788231067966810618130403957112228,1810712702590545739513507726492564409379345419530868623959,1887887286537716880244552466560497112226740687912182331264,190
5978025148510842484982313257417329528680362988533310177285,1440176489116598440111447749303786779955415352633965287309,1734108078184482350855624209092826950251390120178325348994,192
940545996797984399744170873746541049833277837511041323031,6184932414956865231333079972805307756672338226030628483227,565153474514262918781463525722193801738758867772950506183,190
60455936109596462658262703262892463467101627367350203170,5000125794773570072166864638398006489130717238664009381655,869482809092224200156546512903410986584620253413795815200,186
1307856768443297900079263024980925166009387751568104085297,2012129730513678771923428701347445202988586167363948441875,5892279274372842301872343821268042121393734317775860894262,190
629294092151417520161608330107144373782580605138535471156,1955253310355601491094715486793062845252463284564015869444,6124655485528363409569061401369040482206232078324107396064,189
2769002622275169667252633268882183612774325350171169950552,1628765438184800658728469314271540093443422547129669566356,1636973377119880542949696516146270617699326329867240895942,191
4073003643911493434000466898655967546126045750494731745741,6096149414105240403951303968141856082136106148899064877533,5459381040159156397982786621911949034348446623235584819180,192
6086074409321302227095603981440989663922066339270689378857,576629182430320726782592490628404217791243033913317091375,4199992061458914358956958069694460091552736890531151913279,192
4354639855324064227820940314102515928083213256138744657799,5669514283743497957118451702688312689730871112503238579113,4753867415151921498302925334045232927715924271236646396098,192
31719926190183359011389603283013863884207850580276786020,6082626228823979730120694279739614171129079969249214391165,1417773870582582624388593524193323275234609331146171042787,185
2696810500750337016186741503815114634065571438621907560644,4362081669958002989337684228288351457027934216173004196576,594272376420092311567787312891157858094905286056381910460,191
5056374199587011382583015248934000027553035502301877326388,876152449774248007359415449921871263672523444564510276684,4667668629766076205714568529138672074052048606207027154235,192
2274833420050097316611148015580275253479376230980456143927,1227866692443093568926713393019167594085563216783799194325,1812090983699630125931824720733784103677690636117022782049,191
284447367323709710790314621301656020338208641893610926319,3742539668678816655612897960970019239044688083615456428129,1995820619049597156137016985082185615583688809074398890224,188
4378716562713853568363317474047836653326454778925352283524,5177336353460674112270248578371260813667429192932682454679,3133250612668202583449324986821176099548138971957125880294,192
3379511476087228014909739892639292788441514896501902570001,1525069110344538578253240940214501337039859205319272229692,3064056246333335132280315501764881710389488237199822279229,192
4118321864467916474001712901217481349732561243736346782294,995746684553061149686991756779424631514735496484322549149,5162795874044821834248647389831813260807686576353326001113,192
422751439158939854372009222495100080322094477416619261063,3957230688592166758899991878881183463458754368634505947728,1095442452587857845841671324694343591635028136913358460815,189
5051167313586116083089996913295165378037109950224760438588,4782979323682409195349149630775497231804791140331868464707,6188424084223108946354780501212723003400803136952305265209,192
869385009542608872825785652910946805139000018272499576549,5187024955954880616055337295246636601020199809145535907478,1854351845810036021865681305454931432505190694817835104708,190
1014859592358429452191000652979538772023347240185817061433,4071374051318694854067075725152877599126582733106770015554,4838717388117546674935009274504816619372861308062158223218,190
2620468455224817954924037555633542367497794801025242813060,5610775900719438573856837167727994895502775300024727331403,3239842501980066991716423882855740595637501974791820622072,191
1698162514082408500301304533599175992773100403993537809206,1724140412307442550261879899608082670886218185244550888991,1672474106503057528745537500335732254739268452720476448780,191
1644125426125915555925410543334841110946951797563884455622,1467806337511028083205050029181720810718821451846506798907,6245237336424739770069376855447728726938305602695319679059,191
774003676464988616871444280887327252095581580874296255139,4215122550885935463489282838988515413411930454512645193386,4793212520077291527974487202671163449504784601176434349240,189
930014902083405278672611690706929424519841070252015222305,2779593348796378916045158744026199044703779955643771530950,231732890673822309248953150705667791365494910353662595838,190
1204532863234804233085998115953221050847390027676610567247,4153118926663583026762574574680676245493781349294037032112,1187706374401374319767131993497694174079021368761769884670,190
5155184527913773965038474440220578883820165143965948893176,5756497368207881697794401402071558156731128344895626355870,3790002433412996661942570328858463767033769574563761453325,192
2270551376127209380327946633722996389247344371659555454986,1237291726803064467579719423552947134283820679454146617059,5943324480485423790308181908783868705225602881693083003984,191
4020057437925837039665720069860445883776337370530852247824,3569096627858235754283587753287264503904011916437658068515,2877324277365350603289853152122508100731903492766891984962,192
4111888662104157736391340512979646919409670392140784498366,3340966083553193153109727695334598248859735191672614216578,220424741512363522849247876830643982265468553664429409591,192
2151450474067911542169683625443227776318920594130557272531,4490346382395703445826557876487404864017587980082997774376,2802235306154226610754506707208361263056607299813526351189,191
2702164869812020135691515062488568624129277499989461860897,6256105217051598080273461788558292257237560645680220253901,472169963175341132351551084634029543363693849596313650844,191
980577564929348323093280621921517123701181954004549810272,2852913246531998586058464693295213002789559692079455250601,5686769069358109289491904388401952924945463116084671497984,190
1451120941417479598315807463709237470244331959669262532738,390100621369614924478949305520335316666929447157035892031,4296409582344056110148253608320518062687685498560461855033,190
1713568889275309456965616369086532491135919351443292067752,5340254829828308800192006681800478965397132113422000403063,1746312013533754470611656035213729210126288489441377246758,191
4285974104498163960527903673846257985370997834668483076139,1217170791662826614463834249292240444787981092039523531333,1518851101725643529812861393542350450013193076578129688787,192
973456447019337841664348518172356834098226181935164647874,4033846356415299951209043693684217030549493718124493318969,5230131083744268462045764550891789934402464700536725955004,190
1827465563546829480294860424577182192401879410665930806365,1316795150558918170792822513530850466259975173628305645532,3902684043418936808219723148482937835123255954827444209403,191
4188248434470188609027281456026894486257672984847320523510,4034420039176899359560244163562480379224962692494526166499,3333284081972082168253720608188124799738824110034197069787,192
5983307785382472532777704145649927267367843504306363242685,1551498159414084884233063025475470661548316587330575692023,4399769505528778772759826474550653236480815283872950744449,192
4443096733996362328278439829170923775504960570972821772994,6229267295250906809643765862321124120849872600128401711644,440827648664656576993827267351991576415732127844617849824,192
5238868248527230320498388548149801701969594682141167273222,3839524703573748230988003748031965545506897517211223286367,3726765418640609160416466565981847881118755882829916657333,192
74191182996889607824620956377387161484256762968340539826,3516074266583363510415703088453524679207798953525957833375,1583883163357361565357860582290799754240996092554132158440,186
4299656354827549191744599740256581298312039967505843906751,5462621726981118166791095800332895419922871339241090479528,4362419451085279803608705996074255552054341735108449034224,192
4141715899615217054467510904654844633517979261340770041447,310077495729993404484103764017194742215349468654877207765,1053879834226137912363947476306235212304388779715260415931,192
445244075056577159458185495588716238565428188998254127532,901382787239690082055358542684345932769366145824049612584,4570059085616913634866052226411695892959431446395197199605,189
3996915672264683095536058489111633697540692532250944526125,1729149213322326686326347928184012884260109842938994121473,850552901027119517713723082465430486029639466330768874865,192
4802320492648790555646822220862912286356662707500312918237,4006216128422067816238265833650632279646305538526748565012,1525149389672741030824872138352678504640500684303919955306,192
5851327229009472328532288479096178870566195818785850896376,2359131581807018414240978750906928284356424822381864983327,5740393726081869853862479982673421975403933289071182654681,192
922542633277509642708838611447216607631339775310975891422,3889579191988074913049848750009490699265326579264706427314,3555467033755571095750739217191776250657855771864052215347,190
3728770007960342331501565264903217380892620150458900991170,4954839794999184303806263136924987588244109919804703759241,1522710435322348685037497725107696841169334222453291143701,192
2962578351159902394784183953368645556677549410932327769209,2662047028109394330885944515083133126093176384160940663779,6037145083834794566412640650136827749210379854278064147786,191
5230835636773448239993672499727624419759992880465487730714,3253435330194511025507340466498270601411370821985265028322,4417145634281653182261533994377703489131691734470640460017,192
936136842065566455978258343513469050871620731607013589558,4194612487540207186552191587218575144710223767303447078816,4016262119086865613107123069791124002670916946503594581378,190
6169870475761216114120487065569604714354010445991127803470,2641673969235669890193519542539469649983183005094266347951,4175027870977886188942942896502463258972043355218466531,192
691542148120692625782586479289134249128422775915252872421,5593703134733786821296654782244494946530679531262076036775,4515124617322486110648636725602217469441635530327359006673,189
1397474472643720027997384330002812208244458360492741432026,3794535117599444365326697838688096385027271891274314172644,2121658624402022617001602310971359513997581960223466683971,190
6161764447708050922202868493659697045426560034397023011836,5219558866363671043587108369161217897456456333129392463171,5575129993010065612650344774691345619533083595419220380627,192
1431607945467549623187087728020578021588802423958804860973,1969738470918060940905985633401500382598030747040460606534,572237190032702235844253937529066009388639003556186386468,190
5066506666001432774478356215175326929982557277382173004618,877157189831750558850568734833976553582142483367952110695,849042340147366214046795051069679456018266702023978507013,192
3271445725839155136834322622440228173718172440000858383806,4763364702727263930328593739959046177344210167853733076130,733978323992790940048535811063963550772907332627778391563,192
2939002162205516713548387411744307931811031442450847619504,4930177257489958936884751454701657629793583812257281567041,89884773604576089443110793781865855067910577629941985733,191
1401005346276900052644751321252641259570522326411722861378,2008823602558314434900060511489280014476839198764216953062,2811982604595818843246726975987178792436810630133870047065,190
4948402075578027729040075214794379447873066385679309644049,4068211390071674870996287699452761112591572078797247811436,337332253529828095120024555689390962603720319943216896913,192
2336624730121792254917754204222842217972334712392655687334,5400655349805962347400852240997229603662890746183953387825,1875416633949791656571678559984118386867743984030086372031,191
441067773253836425357953122484299984789776357786298049575,3332921559225109440947207442292375847104128116823423455875,4386604690699109912584203820611239811400575916572382641445,189
2731384149779173853900100374274153989465737422084447784901,3272732857736253091219365182916971309291340041871506997799,451910256490113890593493956557886282078121860902459642116,191
10392392973193491448582456551339663670871861406683981403,4347745741346377023534525155212094308143143740834835059082,2739851447416025996739249120856057609102034414175631735609,183
3127095043440097257801924575971038112673501530861893101104,4009196032467228612337817331395799344271876171064590052306,1275260669022193332802297115490123403186559618039047057769,191
4359460501502346848251264868401976018873133668527897129136,3445015366731272769011047203229931597391877875324149308793,6077514331542182343648550106917819523728710344787683347372,192
2564218461684258818097081218949406001699157190441707159385,3369250680697356223639902903011529570336578801237843999939,988825769914117068484728609994571705098953870783126735300,191
4991579069303437589359235498678581816994777938327140545683,3943936873100563880467678212767939918519444637141488085760,58662388310664473125282771109972021672319273581375585817,192
5622352074362517894171173381170232644517067579110586491633,4817302360319936353381578757354177055880677125554617626916,4070049466641368674256900403800398561296382038639750366413,192
5953281134623959401137891940727947500522130341584452818042,2665459630663725844495859289269115339420295329975760676349,110922139697574392123949132232998840103545505651678810496,192
6238380180579811177333790750886082135047564349900630404301,1503631414868673399314801329229985080583623908834978159833,4910127209878090961917010185483317688600805359226457785301,192
3769996821084330566855391063334801219148954426776878879138,303116954420795262648136169679249714311026810346517610640,4042619921780691092016910493063194804461397061228681944033,192
180331835569553238289318479553219688084142303887621586867,2882053850052840480877539077619471210740566111547676676681,3000424565702131473199444260025705663314275920327157065759,187
92483432389036364096054162854112244574813563498785045362,1038932269204812257580236183150710538996149962565090776054,293720068778985329908529748165557771084134030035506614835,186
4309857181607273792698326619020525280518749638372083883916,3295817758404844857516923501170982959667555425759345316335,1125986763296472519923776305852865534275208124976120439029,192
268240353077847411716359067529617837278773214593085474514,1662743959347084052434518553432273835323031661675859169754,1483343993134594147576924876729323838835130213379039794785,188
3810330398133632518499531026019310400014143891917336100972,581405253873382667387131078182051884646182255426222357976,3952784377471766206376975471780579279052159186478228186572,192
5296444088564232167916974069265129123030643477415544450867,4053326737999915000453628926688912115002583850081263173883,2792220514129384671703801355444384954892717406848123115477,192
1330866640693883628008285049339188840836991197127548763573,5580650525871147336370032548809738299912740514677991942034,362624944004642432638066360732758512372703234601579106230,190
2377159378073209802138882170988764518721357702181742133734,4287290237727593316487738471728994225472000327856771764440,194866335708243348439373604865752235269358775029272669774,191
5682151236588460897834079519240172889748066343789485273972,6267159813251988548644511955274150627297867322872082458470,1981258703950045989419808682700514575260490560233118479527,192
438653654872657382250630017693269103395550978760716838731,1258078522313441819562314733695258170106740399405344810373,2191309941892046577136560009933526212458577645117865541046,189
2669509486713137567305933334890329193332764292439708682491,1605105981601830133807282271420272575258328849290517488851,805602793161292293940327506440704372592241220912531911427,191
3598360382256237327176588065027952856081087740319738959407,4636499457920809893750634828438475697718531109860095690896,462064670331853813913194859144564272797353009619158184523,192
483729239211651211662322774617925167586965106509366268646,5092747025678804567834778219367122586208043558518202281520,4822831645027092746652725751459740064232336181382765427478,189
5393859747187020801014129592238083605702296635645152170864,2267449130077928259646695867080496632990850830935160286054,4474405694597547606239827686631559493276373741515170985252,192
5294192457575639884346415446880614719313888256033559684992,629326061521186610305963033379809231390523207001324695608,2717561483021327815074942986422208823122984830234439502782,192
5702509321796838822179862084643271536958560413972506401384,4635445676426636242982069457877096502884989835147086152125,1763983018543930454803410942068262676460983160040198525132,192
5038856524503021831648989860965650558234690785618951628169,2327951942882451248360418086193467750837229081437991990941,3595794635699841725982912686375978027689968345235968085609,192
4908432627480137791638365631820273860336953884563166136694,1275412457940583774367029525949857598877147196165460471407,1629265224986197682500508904611306098318713238240741583736,192
4614303052095180455133745417091655935558392882782821049294,6048926344751085077181223681283989206206591617021020703761,1725958630442223251802768948487908805503752492334847829977,192
4825856712825291667660719041863180919494160556566578539506,1702965772640213528709382610232075686605413472230234515676,3008931727554946789444774893234924396271209419771210613794,192
4478936634063460347809407287489746318947472296687352354361,3816344404535538699887915353384299867684295393775653697133,4581142233570745240551185203951259738102972321539605789015,192
1742850185567796146688661622804192643257064945361441967863,1370296642847818379010709159684282353645587802976117274964,872374974937072473864085417205990354166525098938248497175,191
983220275850700297829449381171810776601358899358942068894,2180343882811016090025239057341651868150399330867417282660,1370503113119298047282977868497631119731323919686684661165,190
1064060481266742784562370868127766069906904016857549009906,500084067578559610761159964816156718234989580451889983383,512624183173423013489054058964091148044508109476414964946,190
33173941634866258640919026194520637221661945004419790276,4808089175205529255822401929122474900329336584855802395293,4723722217486792580591213711824795516888349498739722065195,185
4245606657392531358733389329533709544211287661411738856885,660780016898836339278804038535286527885393988091225083093,1396670603320309777259018460259212561939094895777806060394,192
2445958802644635419248782030938714855054483603530023876697,3506836968352169606307468092502601318044205523571215035974,1135855942118469223528528900515956232011062284100268351293,191
1897680709425903887047852492893703083630111534999431306321,3715377786827816448130800766073951609466756282946329284680,679909145415693884899219521050797582539371397707355357798,191
652540782714176740841480225614230825714049919167939184511,273703128379863308436076017762014476692318959827420776861,4067774859035255378600414260498052210224738438211107852600,189
5117339806893952144329188788052895517761453533146216039673,1496613509896158621424397897454600384348635836044268417841,892988924470038565842918324655649868990175999212349155771,192
541497148057418391176570636484707761702051217025858483885,1623593840471547903668560481199320238393412190881256259853,5690875144540246017066649222870717080441290338521563789882,189
4760046107205400010790363352176928784273488036843357120658,1071412890194003094221041443356929292765641868566440602081,435047982801763572032196955609875959057005956255695462490,192
727291262631350755947665514888877368032886969698948766070,4471511417765810253168687882234849964867160586529790375009,2041451555593988930163495527100871070017583905155442253857,189
1295425351076806639170670702522746992669372741746121813417,2099994555497502376545059679787846009557284048071668834844,4269385241949531075283761843142342304557685712871626083786,190
3524056610253354723326257347985043647946841324255635687447,141883760345648380676429017741638967559722206298605901474,1809490222394327137652476642681025021853960177180431474841,192
4912974962036751967301895348532024936882405435377895788376,1955048627235154821168868358594612559951866145648949502203,981833408511307018287054071216274818916995331792982402343,192
3042018451544376164176869824584958627288578692204608176077,3298623679100753286883636147775043911909906210568712990390,5671575107465314210979954394582440699403370788429559632327,191
5828205889598222490146816785022687086314464004112437810631,3645067070927165513978005336987238356664517123392785732168,1690262775847852048851568860495889135499039707991508259527,192
1943939841749649183622257053966608091254920979454017055577,4916999402213089285691678393654621751910881874923515987116,1612003910748592963674973863202359189101974877163686896756,191
5056575290623543885348050369540693660315326027143765732381,2110927790696103818414964606817090393848291143144566571886,536985687438551136086280548749053337215160966247372167380,192
1372948925898326817324276161814033568138835873453644827009,2054440918330684233765974885815135476856274481298291026091,291009989775311484778936182159189972694288652068810670163,190
1459661083249717259430751971612151033365850831284153695771,625535430197235932926986864133313431035704669789202737947,157295303165400660915342030817294538876893197661525611124,190
4732431365107477152495238486741599225800022181999248849031,1180620915912878010283723586039242487502511631777767615266,1099812729908806471117801288852056933325675772871645112453,192
813847232747492176417689814697839621931673981381491260315,4910138065453622405561304565493709430273282915184889333048,849703991608934218903203395669053583402664085995247363681,190
2464684207905569700271590225727705750634435325920476121150,5016328357328983012459985057038111776967484659577501129841,3825322933248720167256117976012811021366099714706985328385,191
5145848244965799112147258309958011258610374389935776970967,5819973126985071708266193717532850336993803657253279898238,1982467427590214150494132894773204024143748463750157450182,192
4315911178391914292712635181185080221002964538636785273951,2162050172269602999183636966250420780520716074083655263575,575816166134004376847161810501836918154306209608748942299,192
1603160128627262935976210224695870864596026908654893894456,4380618274075788386360237143929766404507655953342464783567,3598322252735310724253279072088091058553442427976659198389,191
349774968383193941829867078851670990115703985638380760951,3393563569327645709996731998933832035787543900546652242611,1491300743822941335515139248573073754263415546919597423907,188
774104611931284961033653019461944613429254448346419473712,1172824276344790970203468200996641779428674109230559862764,3447814846801179061175859904046050160227996552407549454373,189
5339943460329022560340738616072228706907571338431427800314,5403028151822183042666903276386181175291620926768200688028,5279082049792028247420729004536260037817968731741133814209,192
5877302459077664975125744862904609305966620254866325544832,366621564995401864032609201823037728060585195180127753483,3075407550439225328259486445336917733812812028053747478339,192
2723732610292989318352324207868316171760603807062337361551,5397692187902643786811784526959590101021246369605191338234,4404147478300279267514983581509131810152586623302844649683,191
4999563979474709004683347723409177797413784646054487824262,157055705722309951306514400236632689727255311867779790230,1012941970039467702606714676468010142730140884736218079500,192
137370017083394434891006015189653796421677257418317484141,3679663298460766202202229957995357596672208833001577843648,5468406054852220181576175477597383693064979397941265393962,187
4848297262783400133314292475884448682298615719396298468049,4578490571054273637497954245762120658149309623810783322418,4588397984040047147921456170253019737247266372942186560427,192
2657796474570058407944835403406415881438459393458404748074,3368039288408502737603120896325969227863021064255948807732,6001715482656464736078892870551382174908436248570957570843,191
4595226530001574767362304347794062317375944071126419005508,3169949104110719123437148708861525582150930351286577548109,2792556972791514709607394618478532781492800894979435956293,192
1106799848875114962224170792922096536885340917671900682795,4004480504831125914192076550575869195195221187888034600360,5122813638180794509045556181963855063685950381983170594744,190
4649906122372207490968687029842760954745384626023097615441,844434466715499516529283758684203554331763403875839862126,4303518032748874625023162360164415940334209784540724779099,192
848347434387805772758814000471816777459396306785156691823,2094996843494053729736700892960577089733517279711467698104,953690966066403624480459645155301368873356100956451863391,190
1524959770998324127469649666670263650481189876714332066271,576424298983942607051196638600511037579504942069388422208,3053749302371510234957652076886890296376445501017297300219,190
645306092459487311266303267209398588746867774583044740986,5701928497300937251344769376212444825875160307756129862438,2090767876565882563922466926148152158613282049185072454963,189
3624882850705245107283674602056289117754235418311177357893,5515192886484377141957158916270729383572194751877299096468,2032818495049785151432262180931906641139339149488639137236,192
2292798249289325521622370642196686579082750103748039984593,4048375193502085914021802943754419560582082125862782078682,3260744183212200640624938633397833622717073444317591001488,191
2892032246566082301199712676326742531918497080979272995932,822834567004540650283330337318079058163436863464496331626,1641174027273662826900524024768640918496924533735928476389,191
424135834068971152132596502503207450291056902780103690783,4925275637646763970744104383822357033569926309125674421598,4184027693862231838890873834265534820970827957633678699451,189
2665829990436924151244592742010529643378262939371545389840,5778839349646883949933985625423615992729700959490562012026,519649538739255027978665639862672817041870167634034235697,191
6064205635234062492900114975679946800791443099162482744532,1414237136079808202283230899404601110959823792449370504720,1386405778683345842310669141144812428750110555716197082107,192
684133874993563006196497802419694079624064172435508335006,2620138110044649194382789426403975967482305701994410252051,3232543368300698273672642352474704211511823052769921983450,189
3584621227758988076039700034988395359573773925655833109924,3756578959685667298286781397870849885897472669317015525359,1733714653370532567491998364260828522054666063814339409661,192
3625677231948081112886315021148513957648149925575542333758,3776498369969906537851485718685366057029127625115499092496,1953699634332850030840132215982167559851171155948342087020,192
1612705196834176216960504651274462149953195322743988381734,2263136377456436597847498393520464526900722587475522171438,2112511234205721769614761056944114557489571804560670399315,191
2623269900447977260000597244261975636520082807490919373237,1727728031628569863901839656874143368970283605883084367102,5548507770727078981966634213973478321824429530488335652531,191
969488281030601013517926196143602250461485324595259130838,5025465757754276977222167744229771220134627371554195279885,144837709924398268999656619805229655823527182847521779416,190
3196676464937828208121435075128617824457252737678786341803,2936255886021188049097112442063768981084824745466955473321,2165951299057501823896352864326534040504291164979225515496,192
5173275284049743448557958732028395427015239432648412768866,3361322807177251938462694939869257998300982014043536779942,4046131125322728274557299201201660258968226981599058581522,192
4857150885303238070870001118078943326355248613741323563077,831963360925893298805052435960402279999187143430837215846,4803353192492013476483569705677258438728262226755395446498,192
4972314035843762015939129814743357739280749894658833481193,1933969496661318761607646162487323241928646061175447013805,2161726872704610622081641165299421051955758223520053508860,192
3018263907742537275328835281088340225248762739250986213758,2922570277361765925606452109716944618702925278154252768845,5855333019987474004136288671440857296744501672090995649857,191
3277612426301972688889134627612998802218163202448681132369,3421417068421632043992386722596514901105770256258639935705,3069364688373209703150656925822928049287575073467269785570,192
3151912909116952517644166605817830148930926456419121855777,238512969322868427350463255971821369089207994915981766491,2199327480353859389704272520654277973118201166198243186991,192
2402643272094259289350038767683643552615156270068473769653,3449075077677828044229151920348833914870481116523007457125,3595812421563546536506699380515504795962949733637402490605,191
5610165348830956386323918194101677664379872064883409721450,3933190953706270362273456736886529041865961549029642186099,2460480124820553112166847954434619859668638331653097629572,192
1691610939703622630944265999029017539602274752285681177684,6043938085481799566332695070299538396324742044172260275650,2134872288229599812147514614816792961945081261976139034508,191
3524778552173484797389918970856045657142759364418810925423,606407035020705793785837789113063922135862766977803002895,2070379947728311014789723253454875052528316205810726385117,192
934425500641658520403627112208978820751212145642225925089,661665638357071042125423891434048583430833423290520776808,5422458978700621108198521129544635465297513520023854210257,190
165649788015217954388439257679707713512144862749154535361,5022900932570010281385313371965110938336862437836120212053,1941041733447843787611289277589706202535182340650712860875,187
